fixture_id,k,representation,repeat,sum_probabilities,absolute_sum_error,normalization_defined,normalized_mean_binary_excess_brier
e10_primitive_bridge:15:22,15,bayes,0,1.4100000000000001,0.41000000000000014,True,0.006380498751699425
e10_primitive_bridge:15:22,15,bayes,1,1.3900000000000001,0.3900000000000001,True,0.006200679563949153
e10_primitive_bridge:15:22,15,counts,0,1.26,0.26,True,0.009920912178938002
e10_primitive_bridge:15:22,15,counts,1,1.29,0.29000000000000004,True,0.009926403791390103
e10_primitive_bridge:15:22,15,oracle_probs_full,0,1.3500000000000003,0.3500000000000003,True,0.0017330049517078493
e10_primitive_bridge:15:22,15,oracle_probs_full,1,1.3900000000000001,0.3900000000000001,True,0.0020373985265813317
e10_primitive_bridge:15:22,15,oracle_probs_only,0,1.54,0.54,True,0.0028598300185544495
e10_primitive_bridge:15:22,15,oracle_probs_only,1,1.58,0.5800000000000001,True,0.002853899068240761
e10_primitive_bridge:15:23,15,bayes,0,1.6000000000000003,0.6000000000000003,True,0.007023440194413953
e10_primitive_bridge:15:23,15,bayes,1,1.6200000000000003,0.6200000000000003,True,0.006384426451448393
e10_primitive_bridge:15:23,15,counts,0,1.24,0.24,True,0.006524036682453801
e10_primitive_bridge:15:23,15,counts,1,1.1300000000000001,0.13000000000000012,True,0.007581522212840489
e10_primitive_bridge:15:23,15,oracle_probs_full,0,1.33,0.33000000000000007,True,0.002290474946146476
e10_primitive_bridge:15:23,15,oracle_probs_full,1,1.29,0.29000000000000004,True,0.002143157323842924
e10_primitive_bridge:15:23,15,oracle_probs_only,0,1.6,0.6000000000000001,True,0.00250257744901228
e10_primitive_bridge:15:23,15,oracle_probs_only,1,1.5900000000000003,0.5900000000000003,True,0.002470863122370901
e10_primitive_bridge:15:24,15,bayes,0,1.35,0.3500000000000001,True,0.0012869010466710759
e10_primitive_bridge:15:24,15,bayes,1,1.35,0.3500000000000001,True,0.0011102538386578767
e10_primitive_bridge:15:24,15,counts,0,1.36,0.3600000000000001,True,0.0023694727352108506
e10_primitive_bridge:15:24,15,counts,1,1.32,0.32000000000000006,True,0.0018816091365302212
e10_primitive_bridge:15:24,15,oracle_probs_full,0,1.37,0.3700000000000001,True,0.0038229715869796425
e10_primitive_bridge:15:24,15,oracle_probs_full,1,1.3900000000000001,0.3900000000000001,True,0.00430485367844243
e10_primitive_bridge:15:24,15,oracle_probs_only,0,1.58,0.5800000000000001,True,0.009959638409544483
e10_primitive_bridge:15:24,15,oracle_probs_only,1,1.57,0.5700000000000001,True,0.009707609265695272
e10_primitive_bridge:15:25,15,bayes,0,1.2300000000000002,0.2300000000000002,True,0.0022658950757603073
e10_primitive_bridge:15:25,15,bayes,1,1.1700000000000002,0.17000000000000015,True,0.001957387227967204
e10_primitive_bridge:15:25,15,counts,0,1.1600000000000001,0.16000000000000014,True,0.024950787857845703
e10_primitive_bridge:15:25,15,counts,1,1.1900000000000002,0.19000000000000017,True,0.024201628098667556
e10_primitive_bridge:15:25,15,oracle_probs_full,0,1.3600000000000003,0.3600000000000003,True,0.0013351352587249114
e10_primitive_bridge:15:25,15,oracle_probs_full,1,1.3600000000000003,0.3600000000000003,True,0.0012280642208343775
e10_primitive_bridge:15:25,15,oracle_probs_only,0,1.4800000000000002,0.4800000000000002,True,0.002213663954083651
e10_primitive_bridge:15:25,15,oracle_probs_only,1,1.4600000000000002,0.4600000000000002,True,0.0023117865980353007
e10_primitive_bridge:15:26,15,bayes,0,1.5100000000000002,0.5100000000000002,True,0.015033930285048536
e10_primitive_bridge:15:26,15,bayes,1,1.36,0.3600000000000001,True,0.011585908671297687
e10_primitive_bridge:15:26,15,counts,0,1.2100000000000002,0.2100000000000002,True,0.05485240600592244
e10_primitive_bridge:15:26,15,counts,1,1.1900000000000002,0.19000000000000017,True,0.05780876813918822
e10_primitive_bridge:15:26,15,oracle_probs_full,0,1.32,0.32000000000000006,True,0.0016483435130004744
e10_primitive_bridge:15:26,15,oracle_probs_full,1,1.3,0.30000000000000004,True,0.0017205762020531124
e10_primitive_bridge:15:26,15,oracle_probs_only,0,1.6600000000000001,0.6600000000000001,True,0.002325062431735233
e10_primitive_bridge:15:26,15,oracle_probs_only,1,1.6300000000000001,0.6300000000000001,True,0.0023234707406777962
e10_primitive_bridge:15:27,15,bayes,0,1.6,0.6000000000000001,True,0.008465499723570262
e10_primitive_bridge:15:27,15,bayes,1,1.62,0.6200000000000001,True,0.008262479641439353
e10_primitive_bridge:15:27,15,counts,0,1.34,0.3400000000000001,True,0.004052849311895245
e10_primitive_bridge:15:27,15,counts,1,1.19,0.18999999999999995,True,0.005814594791344032
e10_primitive_bridge:15:27,15,oracle_probs_full,0,1.26,0.26,True,0.0035118194520076234
e10_primitive_bridge:15:27,15,oracle_probs_full,1,1.27,0.27,True,0.002917635811436773
e10_primitive_bridge:15:27,15,oracle_probs_only,0,1.53,0.53,True,0.004110539581360614
e10_primitive_bridge:15:27,15,oracle_probs_only,1,1.53,0.53,True,0.004089117240253277
e10_primitive_bridge:15:28,15,bayes,0,1.56,0.56,True,0.015972721793279788
e10_primitive_bridge:15:28,15,bayes,1,1.56,0.56,True,0.014915932910878537
e10_primitive_bridge:15:28,15,counts,0,1.3800000000000001,0.3800000000000001,True,0.01343164737653359
e10_primitive_bridge:15:28,15,counts,1,1.4500000000000002,0.4500000000000002,True,0.013356125224772001
e10_primitive_bridge:15:28,15,oracle_probs_full,0,1.2999999999999998,0.2999999999999998,True,0.0019067130838336702
e10_primitive_bridge:15:28,15,oracle_probs_full,1,1.29,0.29000000000000004,True,0.0020913179756558236
e10_primitive_bridge:15:28,15,oracle_probs_only,0,1.46,0.45999999999999996,True,0.004876873732878737
e10_primitive_bridge:15:28,15,oracle_probs_only,1,1.46,0.45999999999999996,True,0.005112416055213754
e10_primitive_bridge:15:29,15,bayes,0,1.5800000000000003,0.5800000000000003,True,0.018627988462905313
e10_primitive_bridge:15:29,15,bayes,1,1.5300000000000002,0.5300000000000002,True,0.01983448240750747
e10_primitive_bridge:15:29,15,counts,0,1.2300000000000002,0.2300000000000002,True,0.015700270747602874
e10_primitive_bridge:15:29,15,counts,1,1.1700000000000002,0.17000000000000015,True,0.014000042691042503
e10_primitive_bridge:15:29,15,oracle_probs_full,0,1.34,0.3400000000000001,True,0.0009605796560916366
e10_primitive_bridge:15:29,15,oracle_probs_full,1,1.3599999999999999,0.3599999999999999,True,0.0008958742611777147
e10_primitive_bridge:15:29,15,oracle_probs_only,0,1.5300000000000002,0.5300000000000002,True,0.0024286240568798857
e10_primitive_bridge:15:29,15,oracle_probs_only,1,1.51,0.51,True,0.002226264318061461
